model,task,from_lang,to_lang,success,valid
yicoder2b,str_substring,java,rs,0.0,0.0
granitecode3b,dir_make,js,rs,0.0,0.0
deepseekcoderv2,bit_ops,java,c,0.0,0.0
codeqwen,str_cmp,cpp,go,0.0,0.0
yicoder2b,int_arith,js,rs,0.0,0.0
deepseekcoderv2,bit_ops,cpp,c,0.0,0.0
yicoder2b,str_cmp,rs,go,0.0,0.0
granitecode3b,int_cmp,py,js,0.0,0.0
codellama7b,str_substring,rs,java,0.0,0.0
granitecode3b,int_factors,cpp,c,0.0,0.0
deepseekcoderv2,file_size,rs,cpp,0.0,0.0
yicoder2b,int_arith,java,rs,0.0,0.0
yicoder2b,int_arith,java,go,0.0,0.0
dolphincoder7b,file_rename,java,go,0.0,0.0
codellama7b,str_cmp,go,cpp,0.0,0.0
codeqwen,file_create,py,cpp,0.0,0.0
stablecode,file_create,rs,c,0.0,0.0
deepseekcoderv2,int_factors,c,java,0.0,0.0
qwen2.5coder2b,str_match,go,rs,0.0,0.0
yicoder9b,bit_ops,py,cpp,0.0,0.0
yicoder2b,file_create,go,rs,0.0,0.0
codellama7b,file_size,js,c,0.0,0.0
yicoder2b,file_create,c,rs,0.0,0.0
codellama7b,bit_ops,py,c,0.0,0.0
deepseekcoderv2,str_cmp,py,c,0.0,0.0
stablecode,str_match,py,cpp,0.0,0.0
yicoder2b,file_rename,py,rs,0.0,0.0
yicoder2b,str_cmp,js,cpp,0.0,0.0
codellama7b,file_size,py,c,0.0,0.0
yicoder2b,str_cmp,c,java,0.0,0.0
yicoder2b,file_rename,go,rs,0.0,0.0
yicoder2b,str_match,rs,cpp,0.0,0.0
yicoder2b,bit_ops,java,rs,0.0,0.0
deepseekcoderv2,str_match,js,java,0.0,0.0
yicoder2b,file_create,java,rs,0.0,0.0
deepseekcoderv2,str_substring,c,cpp,0.0,0.0
codellama7b,file_size,cpp,java,0.0,0.0
yicoder9b,dir_make,py,c,0.0,0.0
yicoder2b,str_concat,go,c,0.0,0.0
codellama7b,str_cmp,py,cpp,0.0,0.0
granitecode3b,int_factors,go,rs,0.0,0.0
yicoder2b,str_substring,java,cpp,0.0,0.0
granitecode3b,int_arith,py,rs,0.0,0.0
deepseekcoderv2,bit_ops,go,rs,0.0,0.0
yicoder2b,file_size,js,rs,0.0,0.0
yicoder2b,bit_ops,go,java,0.0,0.0
yicoder9b,bit_ops,js,go,0.0,0.0
codeqwen,str_match,py,rs,0.0,0.0
granitecode3b,file_exists,c,rs,0.0,0.0
qwen2.5coder2b,file_exists,c,cpp,0.0,0.0
magicoder7b,bit_ops,go,rs,0.0,0.0
deepseekcoder7b,file_size,java,rs,0.0,0.0
granitecode8b,file_create,js,cpp,0.0,0.0
deepseekcoderv2,str_cmp,java,rs,0.0,0.0
deepseekcoder7b,file_rename,py,cpp,0.0,0.0
deepseekcoderv2,str_cmp,rs,cpp,0.0,0.0
stablecode,str_cmp,py,cpp,0.0,0.0
granitecode3b,int_cmp,cpp,c,0.0,0.0
yicoder2b,str_match,go,rs,0.0,0.0
codellama7b,str_match,js,java,0.0,0.0
granitecode3b,str_match,py,cpp,0.0,0.0
yicoder2b,file_rename,rs,java,0.0,0.0
yicoder9b,str_cmp,js,rs,0.0,0.0
yicoder2b,str_cmp,go,py,0.0,0.0
yicoder2b,int_factors,go,java,0.0,0.0
codellama7b,int_factors,c,java,0.0,0.0
granitecode3b,str_substring,java,go,0.0,0.0
yicoder2b,file_size,py,rs,0.0,0.0
yicoder2b,str_substring,js,c,0.0,0.0
stablecode,str_cmp,py,java,0.0,0.0
yicoder2b,str_substring,java,c,0.0,0.0
yicoder2b,bit_ops,c,cpp,0.0,0.0
yicoder2b,str_append,py,c,0.0,0.0
yicoder2b,str_interp,cpp,rs,0.0,0.0
yicoder2b,int_factors,c,rs,0.0,0.0
yicoder2b,int_factors,c,go,0.0,0.0
granitecode3b,file_size,c,cpp,0.0,0.0
deepseekcoder7b,dir_make,c,cpp,0.0,0.0
granitecode3b,str_substring,js,rs,0.0,0.0
deepseekcoderv2,str_cmp,py,java,0.0,0.0
deepseekcoderv2,str_cmp,py,go,0.0,0.0
deepseekcoderv2,str_cmp,py,rs,0.0,0.0
yicoder2b,file_size,js,cpp,0.0,0.0
yicoder2b,bit_ops,py,c,0.0,0.0
granitecode8b,str_substring,py,c,0.0,0.0
deepseekcoderv2,str_cmp,js,cpp,0.0,0.0
yicoder2b,int_factors,java,rs,0.0,0.0
codellama7b,file_rename,go,cpp,0.0,0.0
deepseekcoderv2,int_factors,go,c,0.0,0.0
codellama7b,file_create,java,cpp,0.0,0.0
codellama7b,str_match,js,py,0.0,0.0
deepseekcoderv2,str_cmp,cpp,java,0.0,0.0
stablecode,int_arith,cpp,c,0.0,0.0
codellama7b,file_create,rs,cpp,0.0,0.0
yicoder2b,dir_make,cpp,c,0.0,0.0
yicoder2b,int_factors,rs,c,0.0,0.0
granitecode8b,str_substring,js,c,0.0,0.0
stablecode,str_match,c,java,0.0,0.0
yicoder2b,file_create,py,cpp,0.0,0.0
stablecode,str_substring,js,cpp,0.0,0.0
qwen2.5coder2b,str_interp,cpp,rs,0.0,0.0
deepseekcoder7b,file_create,cpp,go,0.0,0.0
stablecode,file_create,go,cpp,0.0,0.0
yicoder2b,str_interp,js,cpp,0.0,0.0
granitecode3b,str_substring,js,java,0.0,0.0
yicoder2b,file_rename,c,rs,0.0,0.0
yicoder2b,logic_ops,js,c,0.0,0.0
deepseekcoder7b,dir_make,js,cpp,0.0,0.0
deepseekcoder7b,str_match,py,cpp,0.0,0.0
yicoder2b,logic_ops,go,c,0.0,0.0
deepseekcoder7b,file_exists,java,cpp,0.0,0.0
deepseekcoderv2,int_factors,c,rs,0.0,0.0
granitecode3b,str_substring,py,c,0.0,0.0
granitecode3b,file_size,c,rs,0.0,0.0
deepseekcoderv2,int_factors,c,go,0.0,0.0
yicoder2b,str_cmp,py,go,0.0,0.0
dolphincoder7b,int_arith,rs,c,0.0,0.0
codellama7b,int_factors,cpp,java,0.0,0.0
codegemma7b,file_rename,py,java,0.0,0.0
deepseekcoderv2,file_create,js,rs,0.0,0.0
yicoder2b,dir_make,py,rs,0.0,0.0
codegemma7b,str_match,js,cpp,0.0,0.0
codellama7b,str_concat,js,c,0.0,0.0
dolphincoder7b,int_cmp,java,go,0.0,0.0
magicoder7b,file_exists,js,cpp,0.0,0.0
deepseekcoderv2,str_cmp,cpp,go,0.0,0.0
deepseekcoderv2,str_cmp,cpp,rs,0.0,0.0
yicoder2b,int_arith,rs,cpp,0.0,0.0
deepseekcoderv2,int_factors,go,cpp,0.0,0.0
deepseekcoder7b,file_create,java,cpp,0.0,0.0
yicoder2b,str_substring,c,go,0.0,0.0
magicoder7b,dir_make,c,go,0.0,0.0
yicoder2b,file_size,c,rs,0.0,0.0
yicoder9b,bit_ops,py,java,0.0,0.0
deepseekcoder7b,file_size,py,rs,0.0,0.0
yicoder2b,bit_ops,rs,c,0.0,0.0
yicoder2b,str_cmp,c,rs,0.0,0.0
